지점번호,지점명,일시,평균기온,최고기온,최고기온시각,최저기온,최저기온시각
108,서울,2021-06-29,23.9,28.4,1531,21.3,442
108,서울,2021-06-30,24.3,28.8,1654,21,405
108,서울,2021-07-01,26.3,31,1525,21.4,519
108,서울,2021-07-02,27.1,31.8,1612,23.6,538
108,서울,2021-07-03,22.6,25.7,001,19.6,2208
108,서울,2021-07-04,21.4,23.1,1500,19.8,001
108,서울,2021-07-05,23.3,26.9,1444,20.1,328
108,서울,2021-07-06,25.3,30.1,1437,21,450
108,서울,2021-07-07,26.4,29.1,1441,23.9,419
108,서울,2021-07-08,26,29.8,1451,23.8,520
108,서울,2021-07-09,25.5,29.2,1530,23.6,335
108,서울,2021-07-10,25.9,29.2,1340,23.1,631
108,서울,2021-07-11,25.7,27.5,1552,24.1,700
108,서울,2021-07-12,28.1,32.5,1604,23.8,557
108,서울,2021-07-13,28.8,31.5,1431,26.3,429
108,서울,2021-07-14,29.7,33.5,1508,26.1,447
108,서울,2021-07-15,29.1,34.5,1347,25.9,2344
108,서울,2021-07-16,28.8,35.2,1538,24.2,508
108,서울,2021-07-17,29.1,32.8,1557,24.7,521
108,서울,2021-07-18,29.6,34.1,1546,25.7,551
108,서울,2021-07-19,26.4,30.5,1134,24,1532
108,서울,2021-07-20,27.9,31.8,1159,23.6,532
108,서울,2021-07-21,30.5,35.3,1654,25.3,556
108,서울,2021-07-22,31.2,35.9,1615,26.5,621
108,서울,2021-07-23,31.2,35.8,1604,27.2,541
108,서울,2021-07-24,31.7,36.5,1508,26.9,548
108,서울,2021-07-25,31.5,35.9,1547,27.2,542
108,서울,2021-07-26,31.2,35.4,1521,27.4,608
108,서울,2021-07-27,31.1,35.7,1520,27.8,601
108,서울,2021-07-28,30.4,34.7,1456,27.1,600
108,서울,2021-07-29,29.6,33.3,1303,27,529
108,서울,2021-07-30,30.5,35.4,1406,25.8,559
108,서울,2021-07-31,29.8,34.3,1457,26.8,538
108,서울,2021-08-01,27.1,28.8,1237,25.1,2345
108,서울,2021-08-02,26.5,28.6,1725,25,017
108,서울,2021-08-03,28,31.4,1441,24.1,538
108,서울,2021-08-04,28.9,33.2,1426,26.3,532
108,서울,2021-08-05,29.4,33.7,1511,25.6,407
108,서울,2021-08-06,28.1,32.2,1304,26,2332
108,서울,2021-08-07,28,32.3,1616,23.4,547
108,서울,2021-08-08,26.8,32.1,1324,24.4,607
108,서울,2021-08-09,28.3,33.6,1530,23.3,455
108,서울,2021-08-10,27.7,32.2,1528,24.3,549
108,서울,2021-08-11,27.4,31.6,1624,24.1,630
108,서울,2021-08-12,26.8,31.7,1432,24,2305
108,서울,2021-08-13,26.6,30.1,1620,23.4,201
108,서울,2021-08-14,26.1,30.5,1449,23.4,603
108,서울,2021-08-15,26.9,32.4,1614,21.7,457
108,서울,2021-08-16,27.3,32.8,1627,22.5,611
108,서울,2021-08-17,25.9,31.3,1347,21.9,2357
108,서울,2021-08-18,24.3,31,1511,20.6,806
108,서울,2021-08-19,26,31.5,1533,21,429
108,서울,2021-08-20,26.6,30.7,1641,22.6,609
108,서울,2021-08-21,23.8,25.5,1600,21,1312
108,서울,2021-08-22,24.4,27,1319,22.4,524
108,서울,2021-08-23,22.4,24,1124,21,2132
108,서울,2021-08-24,23.4,26.4,1524,21.1,001
108,서울,2021-08-25,25,27.3,1502,23.5,603
108,서울,2021-08-26,25.5,27.9,1442,22.9,523
108,서울,2021-08-27,22.4,25.5,001,20.4,2317
108,서울,2021-08-28,23.6,28.2,1443,19.7,615
108,서울,2021-08-29,23.7,26.3,1640,21.9,752
108,서울,2021-08-30,24.2,27.7,1543,21.2,605
108,서울,2021-08-31,20.5,23.1,001,18.1,1810
108,서울,2021-09-01,21.4,23.9,1525,18.5,121
108,서울,2021-09-02,23.5,26.7,1359,20.7,551
108,서울,2021-09-03,24.3,29.2,1543,20.6,455
108,서울,2021-09-04,23.2,28.6,1505,18.5,548
108,서울,2021-09-05,23.1,27.3,1311,19.4,458
108,서울,2021-09-06,22.3,26.4,1252,18,2345
108,서울,2021-09-07,19.6,20.9,1629,17.6,112
108,서울,2021-09-08,22.2,26.9,1428,19,543
108,서울,2021-09-09,23.5,29.1,1610,19.1,432
108,서울,2021-09-10,23.6,28.9,1423,19.5,615
108,서울,2021-09-11,24,29.4,1449,19.9,619
108,서울,2021-09-12,24.2,29.8,1557,19.2,624
108,서울,2021-09-13,24.8,30.3,1504,20.8,610
108,서울,2021-09-14,24.6,29.5,1626,20,615
108,서울,2021-09-15,23.6,28.9,1442,19.5,620
108,서울,2021-09-16,22.9,27.3,1323,18,551
108,서울,2021-09-17,23.5,28.2,1506,20.5,658
108,서울,2021-09-18,23.9,29.8,1529,18.9,653
108,서울,2021-09-19,23.7,27.8,1513,20.8,2356
108,서울,2021-09-20,23.7,28.4,1523,19,603
108,서울,2021-09-21,22,26.2,1446,17.4,2353
108,서울,2021-09-22,20.2,24.3,1524,16.8,436
108,서울,2021-09-23,20.9,25.9,1617,16.9,300
108,서울,2021-09-24,21.8,26.9,1529,16.7,619
108,서울,2021-09-25,21.2,23.1,1607,18.7,427
108,서울,2021-09-26,22.6,27.3,1535,18.4,645
108,서울,2021-09-27,21.6,25,1208,18.7,544
108,서울,2021-09-28,21.5,24.4,1247,19.6,410
108,서울,2021-09-29,20.2,21.4,1132,17.8,240000
108,서울,2021-09-30,20.3,25.9,1506,16,609
108,서울,2021-10-01,21.1,27.5,1416,16.9,605
108,서울,2021-10-02,20.7,26.6,1516,16.4,540
108,서울,2021-10-03,22.3,28.8,1447,17.1,552
108,서울,2021-10-04,22.9,25.6,1509,19.2,223
108,서울,2021-10-05,23.6,26.5,1335,21.7,2338
108,서울,2021-10-06,18.8,21.7,001,17.9,829
108,서울,2021-10-07,19.4,21.9,1345,17.9,2353
108,서울,2021-10-08,18.8,20,1359,17.5,117
108,서울,2021-10-09,20.9,24.1,1632,18.5,339
108,서울,2021-10-10,19.9,24.3,1209,14.9,2357
108,서울,2021-10-11,15.2,17.8,1614,12.6,646
108,서울,2021-10-12,17.9,21.3,1556,15.8,130
108,서울,2021-10-13,19.6,25.2,1555,14.9,445
108,서울,2021-10-14,19.7,23.9,1444,17.4,659
108,서울,2021-10-15,19,21.4,1356,17,637
108,서울,2021-10-16,10.7,18.1,001,4.2,2327
108,서울,2021-10-17,5.6,10.8,1548,1.3,657
108,서울,2021-10-18,9.6,16.1,1347,2.8,453
108,서울,2021-10-19,10.9,15,1336,7.1,2359
108,서울,2021-10-20,9.5,15.8,1515,4.6,612
108,서울,2021-10-21,9.8,16.2,1511,4.9,658
108,서울,2021-10-22,10.8,17.2,1543,5.2,658
108,서울,2021-10-23,11.4,18.4,1408,5.7,716
108,서울,2021-10-24,11.4,18.1,1522,6,713
108,서울,2021-10-25,11.7,17.6,1528,6.3,717
108,서울,2021-10-26,13,19,1441,7.7,638
108,서울,2021-10-27,13.4,18.1,1557,9.8,2349
108,서울,2021-10-28,12.7,20,1537,7.1,709
108,서울,2021-10-29,14.6,20.6,1456,10.5,511
108,서울,2021-10-30,13.8,18,1612,11,704
108,서울,2021-10-31,14.1,20.3,1426,9.2,652
108,서울,2021-11-01,12.9,16.9,1452,10.3,717
108,서울,2021-11-02,11.5,16.9,1452,7.9,541
108,서울,2021-11-03,12.1,17.1,1349,7.6,709
108,서울,2021-11-04,12.1,16.3,1611,8.4,718
108,서울,2021-11-05,13,20.2,1432,7.8,711
108,서울,2021-11-06,14.1,21.3,1416,8.8,617
108,서울,2021-11-07,15.3,21.3,1332,9.7,709
108,서울,2021-11-08,8.6,15.5,001,4.5,2347
108,서울,2021-11-09,4.9,6.5,1630,3,348
108,서울,2021-11-10,4.2,7.7,1526,0.7,452
108,서울,2021-11-11,5.3,9.7,1238,2.1,530
108,서울,2021-11-12,4.5,8.6,1413,1.3,729
108,서울,2021-11-13,7.3,13.4,1336,0.5,704
108,서울,2021-11-14,11.3,16.4,1332,7.8,509
108,서울,2021-11-15,10.1,15.7,1432,5.8,738
108,서울,2021-11-16,8.5,13.6,1358,4.4,716
108,서울,2021-11-17,7.5,12.5,1248,2.7,655
108,서울,2021-11-18,11.9,16.2,1410,7.7,025
108,서울,2021-11-19,12.9,16.7,1425,10.2,2356
108,서울,2021-11-20,10.4,15.6,1446,6.8,728
108,서울,2021-11-21,10.4,13.1,1350,7.6,2358
108,서울,2021-11-22,2.7,7.5,001,-0.6,2342
108,서울,2021-11-23,-0.6,2.3,1519,-3.7,728
108,서울,2021-11-24,4.1,9.1,1330,-2.6,248
108,서울,2021-11-25,5.7,9.9,1356,2.6,2352
108,서울,2021-11-26,2.9,7.2,1214,-0.5,556
108,서울,2021-11-27,3.4,10.1,1503,-1.4,730
108,서울,2021-11-28,5.1,12.4,1415,-1.3,743
108,서울,2021-11-29,7.6,13.7,1541,2.5,606
108,서울,2021-11-30,5.7,8.9,1334,0.7,2356
108,서울,2021-12-01,-1.3,1.5,1541,-3,2335
108,서울,2021-12-02,1.3,5,2029,-4.6,724
108,서울,2021-12-03,1.9,4.6,319,-1.8,2348
108,서울,2021-12-04,1.4,7,1454,-2.7,420
108,서울,2021-12-05,2.9,9.6,1423,-2.3,728
108,서울,2021-12-06,5.4,12.1,1421,-0.7,654
108,서울,2021-12-07,6.8,13.3,1512,2.6,721
108,서울,2021-12-08,6.7,13.3,1456,1.9,731
108,서울,2021-12-09,6.5,9.7,1440,2.7,526
108,서울,2021-12-10,7,8.2,1441,5.8,2139
108,서울,2021-12-11,6,9.8,1338,4.4,753
108,서울,2021-12-12,1.2,5.1,007,-3.8,2342
108,서울,2021-12-13,-2.2,1.9,1540,-5.9,640
108,서울,2021-12-14,3.7,8.2,1349,-0.7,001
108,서울,2021-12-15,7.2,10,1226,5.4,2358
108,서울,2021-12-16,6.4,9.8,1322,3.3,2355
108,서울,2021-12-17,-5.6,3.2,001,-10.1,2333
108,서울,2021-12-18,-5.7,-1.8,1402,-11.2,801
108,서울,2021-12-19,-0.8,4.2,1544,-5.8,811
108,서울,2021-12-20,5.2,11.1,1336,-0.9,001
108,서울,2021-12-21,5.2,8.9,1508,0.8,2358
108,서울,2021-12-22,2.2,8.2,1512,-2.6,717
108,서울,2021-12-23,2.7,8.3,1451,-1.5,716
108,서울,2021-12-24,-0.3,3.2,1157,-7.3,240000
108,서울,2021-12-25,-11.7,-7.3,001,-14.4,2258
108,서울,2021-12-26,-12.1,-7.3,1526,-15.5,817
108,서울,2021-12-27,-7.6,-3.9,1634,-12.9,123
108,서울,2021-12-28,-4.1,-0.9,1600,-8.5,712
108,서울,2021-12-29,0.4,5.9,1518,-3.8,154
108,서울,2021-12-30,-3.9,0.2,1531,-6.8,714
108,서울,2021-12-31,-6.7,-3.9,1510,-8.8,745
108,서울,2022-01-01,-4.3,2.3,1544,-10.2,710
108,서울,2022-01-02,-1.3,3,1551,-5.2,2356
108,서울,2022-01-03,-1.9,2.5,1542,-8,714
108,서울,2022-01-04,-2.5,1,1445,-5.6,240000
108,서울,2022-01-05,-2.8,1.9,1518,-7.8,634
108,서울,2022-01-06,-2.2,3.3,1604,-5.9,745
108,서울,2022-01-07,-1.6,4.5,1525,-5.9,634
108,서울,2022-01-08,0.3,3.7,1623,-5,729
108,서울,2022-01-09,1.3,5.6,1522,-1.2,2353
108,서울,2022-01-10,0.5,4.4,1348,-3.4,735
108,서울,2022-01-11,-7.4,0.3,001,-10.3,2326
108,서울,2022-01-12,-7.7,-3.4,1521,-11.3,223
108,서울,2022-01-13,-6.4,-3.1,1456,-8.9,2352
108,서울,2022-01-14,-4.8,1.3,1526,-10.1,750
108,서울,2022-01-15,-1,1.8,1545,-5.3,426
108,서울,2022-01-16,-2,2.4,208,-7.2,2352
108,서울,2022-01-17,-5.8,0.1,1317,-9.2,518
108,서울,2022-01-18,-5.6,-0.7,1514,-9.9,744
108,서울,2022-01-19,-5.3,-2.7,1558,-7.7,2357
108,서울,2022-01-20,-5,0.9,1603,-9.8,605
108,서울,2022-01-21,-2.7,4.6,1534,-8.7,755
108,서울,2022-01-22,0.3,7.1,1512,-5,734
108,서울,2022-01-23,2,6.7,1411,-0.6,549
108,서울,2022-01-24,4.6,8.4,1329,1.3,001
108,서울,2022-01-25,2.8,4.5,001,1.9,822
108,서울,2022-01-26,1.3,6.8,1429,-1.9,639
108,서울,2022-01-27,-1.1,4,1541,-4.6,757
108,서울,2022-01-28,-2.7,2.1,1516,-5.9,811
108,서울,2022-01-29,-3.6,0.9,1531,-7.2,741
108,서울,2022-01-30,-2.8,2.4,1629,-8,713
108,서울,2022-01-31,-0.7,4.8,1507,-6.8,736
108,서울,2022-02-01,-1.3,0.9,1601,-2.7,2345
108,서울,2022-02-02,-3.4,0,1529,-6,541
108,서울,2022-02-03,-3.4,0.4,1458,-6.9,746
108,서울,2022-02-04,-5.2,-0.7,1404,-8.2,2356
108,서울,2022-02-05,-6.6,-2,1508,-9.7,742
108,서울,2022-02-06,-3.9,1.7,1537,-8.4,500
108,서울,2022-02-07,-2.5,1.9,1259,-7.3,510
108,서울,2022-02-08,-0.1,5.6,1555,-4.1,629
108,서울,2022-02-09,1,7.2,1400,-4.3,757
108,서울,2022-02-10,1.4,6.7,1544,-3.2,707
108,서울,2022-02-11,2.9,8.8,1449,-2.6,740
108,서울,2022-02-12,4.8,10.4,1605,-0.1,727
108,서울,2022-02-13,4.8,9.5,1616,1.6,330
108,서울,2022-02-14,2.5,8.1,1248,-1.3,2352
108,서울,2022-02-15,-4.7,-1.3,001,-7.7,2321
108,서울,2022-02-16,-7.3,-4.1,1526,-9.6,240000
108,서울,2022-02-17,-6.2,-0.5,1554,-10.7,752
108,서울,2022-02-18,-1.2,5.7,1531,-8,716
108,서울,2022-02-19,-1.7,3.7,1403,-6.2,2345
108,서울,2022-02-20,-4.8,-0.5,1548,-8.4,703
108,서울,2022-02-21,-3,3.6,1415,-8.1,623
108,서울,2022-02-22,-4.5,0.5,1438,-8,240000
108,서울,2022-02-23,-5.6,-0.6,1623,-10,721
108,서울,2022-02-24,-2.4,3.7,1454,-8.5,508
108,서울,2022-02-25,3,8.4,1537,-3.6,716
108,서울,2022-02-26,5.4,9.3,1313,1,2355
108,서울,2022-02-27,3.7,9.1,1513,-1.6,730
108,서울,2022-02-28,6.8,11.5,1626,2.7,048
108,서울,2022-03-01,5.8,9.7,1616,0.3,2355
108,서울,2022-03-02,3.5,8.8,1256,-2.3,611
108,서울,2022-03-03,5.8,12.4,1413,0.9,720
108,서울,2022-03-04,6.9,14.6,1338,0.6,652
108,서울,2022-03-05,2.3,6.7,1600,-0.7,2341
108,서울,2022-03-06,1.4,6.8,1603,-3,629
108,서울,2022-03-07,2.8,8.7,1505,-2.7,703
108,서울,2022-03-08,6,12.3,1455,1.1,307
108,서울,2022-03-09,7.1,14.8,1520,1.7,706
108,서울,2022-03-10,9.3,15.8,1534,4.2,658
108,서울,2022-03-11,11.2,18.4,1544,5.1,641
108,서울,2022-03-12,12.8,19.5,1408,6.3,632
108,서울,2022-03-13,11.7,12.6,001,10.7,111
108,서울,2022-03-14,8.2,13.2,1205,4.9,2350
108,서울,2022-03-15,7.2,13.3,1538,2.3,702
108,서울,2022-03-16,10.3,16.8,1513,3.6,703
108,서울,2022-03-17,10.7,15.1,1413,7.8,2333
108,서울,2022-03-18,7.5,9.6,1246,5.5,2356
108,서울,2022-03-19,3.4,6.1,1557,0.9,721
108,서울,2022-03-20,5.4,9.3,1556,2.2,240000
108,서울,2022-03-21,5,10.9,1355,-0.3,640
108,서울,2022-03-22,7.1,13.6,1617,1.1,637
108,서울,2022-03-23,6.2,8.2,1615,4.9,616
108,서울,2022-03-24,8.2,12.4,1459,3.9,453
108,서울,2022-03-25,12,17.2,1549,6.3,559
108,서울,2022-03-26,11.8,14.7,1735,9.5,959
108,서울,2022-03-27,8.1,12.6,1432,5,2354
108,서울,2022-03-28,8.2,15.1,1600,1.5,611
108,서울,2022-03-29,9.7,15.6,1545,3.3,533
108,서울,2022-03-30,10.8,15.7,1209,5.9,629
108,서울,2022-03-31,10.9,14.7,1421,7.6,2352
108,서울,2022-04-01,9.2,14.9,1347,4.5,620
108,서울,2022-04-02,8.2,14.2,1444,3.7,618
108,서울,2022-04-03,9.6,17,1527,3.5,629
108,서울,2022-04-04,10.3,16.4,1328,5.1,638
108,서울,2022-04-05,10.3,15.8,1409,4.9,615
108,서울,2022-04-06,11.7,17,1431,8,600
108,서울,2022-04-07,10.9,15.7,1310,7.4,2359
108,서울,2022-04-08,12.9,20,1521,5.1,612
108,서울,2022-04-09,17.8,24.2,1418,12.4,751
108,서울,2022-04-10,18.2,25.1,1501,12.7,614
108,서울,2022-04-11,19.6,26.6,1529,13.4,556
108,서울,2022-04-12,19.3,26.4,1449,15.9,2358
108,서울,2022-04-13,13.1,15.9,001,12,2135
108,서울,2022-04-14,13.2,15.3,1411,11.4,2335
108,서울,2022-04-15,13.3,19.3,1602,7.5,627
108,서울,2022-04-16,13.2,20.2,1513,7.1,557
108,서울,2022-04-17,14,21.9,1418,7.2,559
108,서울,2022-04-18,15.2,21.6,1427,11.4,309
108,서울,2022-04-19,15.2,22.1,1357,8.9,614
108,서울,2022-04-20,15.7,22.1,1357,9.7,610
108,서울,2022-04-21,16.3,22.7,1343,9.6,543
108,서울,2022-04-22,15,16.8,929,13.2,2349
108,서울,2022-04-23,17.7,25.3,1555,10.4,539
108,서울,2022-04-24,18.5,24.5,1418,15,608
108,서울,2022-04-25,20,23.6,1606,17,001
108,서울,2022-04-26,21.9,28.7,1451,17,437
108,서울,2022-04-27,17.7,23.9,1551,12.6,528
108,서울,2022-04-28,18.2,25.9,1432,11.6,603
108,서울,2022-04-29,13.4,16.5,1236,10.7,619
108,서울,2022-04-30,13,17.8,1326,10.5,143
108,서울,2022-05-01,13.4,19.2,1512,7.9,514
108,서울,2022-05-02,14.2,19.4,1508,9.1,538
108,서울,2022-05-03,14.8,20.8,1535,9.1,606
108,서울,2022-05-04,17.8,25.2,1348,10,620
108,서울,2022-05-05,18.9,25.8,1501,12.5,557
108,서울,2022-05-06,19.6,25.6,1345,13.7,530
108,서울,2022-05-07,18.4,23.1,1319,15.3,754
108,서울,2022-05-08,15.3,18.2,1230,11.7,2344
108,서울,2022-05-09,17.9,25.3,1620,11,613
108,서울,2022-05-10,19.9,26.3,1529,13.6,547
108,서울,2022-05-11,19.7,25.2,1508,16.6,2353
108,서울,2022-05-12,20.9,28.1,1540,14.1,607
108,서울,2022-05-13,19.4,25.2,1355,15,2358
108,서울,2022-05-14,15.7,20,1342,11.9,545
108,서울,2022-05-15,16.2,22.4,1509,10.5,516
108,서울,2022-05-16,17.3,23.7,1352,10.9,537
108,서울,2022-05-17,20,27.4,1527,13,551
108,서울,2022-05-18,20,25.4,1404,15.7,442
108,서울,2022-05-19,19.9,24.2,1406,16.1,614
108,서울,2022-05-20,20.6,25.8,1322,15.6,543
108,서울,2022-05-21,20.1,26,1420,16.1,2349
108,서울,2022-05-22,20.3,25.8,1450,15.7,315
108,서울,2022-05-23,23,30.7,1513,17.8,108
108,서울,2022-05-24,22.9,30.2,1450,16.7,528
108,서울,2022-05-25,21,26.7,1211,16.7,240000
108,서울,2022-05-26,18.7,23.5,1513,14.1,540
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
