"		지점번호",지점명,일시,일조합,일조율,일사합
"		108",서울,2012-12-15,4.5,46.9,6.02
"		108",서울,2012-12-16,6.3,65.6,6.66
"		108",서울,2012-12-17,7.2,75,7.1
"		108",서울,2012-12-18,9,93.8,8.97
"		108",서울,2012-12-19,9,93.8,8.79
"		108",서울,2012-12-20,7.9,82.3,7.63
"		108",서울,2012-12-21,0,0,2.38
"		108",서울,2012-12-22,4.1,42.7,4.59
"		108",서울,2012-12-23,8.8,91.7,8.84
"		108",서울,2012-12-24,9,93.8,8.93
"		108",서울,2012-12-25,8.6,89.6,9.41
"		108",서울,2012-12-26,9,93.8,9.22
"		108",서울,2012-12-27,7.3,76,7.81
"		108",서울,2012-12-28,0,0,2.5
"		108",서울,2012-12-29,0,0,0.97
"		108",서울,2012-12-30,8.6,89.6,9.74
"		108",서울,2012-12-31,9,93.8,9.45
"		108",서울,2013-01-01,4.6,47.9,5.76
"		108",서울,2013-01-02,9.1,94.8,9.62
"		108",서울,2013-01-03,9.1,93.8,9.78
"		108",서울,2013-01-04,9.2,94.8,9.54
"		108",서울,2013-01-05,7.5,77.3,8.09
"		108",서울,2013-01-06,8.2,84.5,7.97
"		108",서울,2013-01-07,5.8,59.8,7.8
"		108",서울,2013-01-08,8,82.5,8.55
"		108",서울,2013-01-09,9.3,95.9,10.07
"		108",서울,2013-01-10,9.1,92.9,9.74
"		108",서울,2013-01-11,6.1,62.2,7.52
"		108",서울,2013-01-12,3.2,32.7,5.67
"		108",서울,2013-01-13,0.6,6.1,5.77
"		108",서울,2013-01-14,4.5,45.9,5.89
"		108",서울,2013-01-15,4.1,41.4,6.87
"		108",서울,2013-01-16,4,40.4,5.16
"		108",서울,2013-01-17,7.3,73.7,7.97
"		108",서울,2013-01-18,9.3,93.9,9.79
"		108",서울,2013-01-19,6.5,65,7.74
"		108",서울,2013-01-20,0.4,4,5.52
"		108",서울,2013-01-21,0,0,0.97
"		108",서울,2013-01-22,0,0,4.16
"		108",서울,2013-01-23,0,0,0.89
"		108",서울,2013-01-24,2.4,23.8,3.52
"		108",서울,2013-01-25,9.5,94.1,11.26
"		108",서울,2013-01-26,9.6,95,11.27
"		108",서울,2013-01-27,9.5,93.1,10.9
"		108",서울,2013-01-28,3.7,36.3,6.04
"		108",서울,2013-01-29,0,0,1.8
"		108",서울,2013-01-30,0.7,6.8,4.65
"		108",서울,2013-01-31,6.4,62.1,7.45
"		108",서울,2013-02-01,0,0,0.64
"		108",서울,2013-02-02,9.4,90.4,12.19
"		108",서울,2013-02-03,0.2,1.9,2.7
"		108",서울,2013-02-04,6.1,58.7,8.18
"		108",서울,2013-02-05,0,0,3.16
"		108",서울,2013-02-06,5.8,55.2,9.35
"		108",서울,2013-02-07,9.8,93.3,13.63
"		108",서울,2013-02-08,9.3,87.7,12.85
"		108",서울,2013-02-09,8.9,84,12.25
"		108",서울,2013-02-10,8.6,80.4,11.62
"		108",서울,2013-02-11,9.7,90.7,13.63
"		108",서울,2013-02-12,0.2,1.9,5.78
"		108",서울,2013-02-13,9.3,86.1,13.01
"		108",서울,2013-02-14,7.4,68.5,11.31
"		108",서울,2013-02-15,9.7,89.8,14.35
"		108",서울,2013-02-16,9.6,88.1,13.9
"		108",서울,2013-02-17,3.6,33,7.57
"		108",서울,2013-02-18,5.7,52.3,10.1
"		108",서울,2013-02-19,9.6,87.3,14.59
"		108",서울,2013-02-20,9.5,86.4,14.55
"		108",서울,2013-02-21,9,81.1,13.68
"		108",서울,2013-02-22,7.4,66.7,11.62
"		108",서울,2013-02-23,9.7,87.4,14.41
"		108",서울,2013-02-24,8.8,78.6,13.03
"		108",서울,2013-02-25,6.2,55.4,10.64
"		108",서울,2013-02-26,0,0,3.14
"		108",서울,2013-02-27,7,61.9,13.21
"		108",서울,2013-02-28,6.7,59.3,11.39
"		108",서울,2013-03-01,9.1,79.8,15.28
"		108",서울,2013-03-02,9.7,85.1,14.67
"		108",서울,2013-03-03,10.4,90.4,16.46
"		108",서울,2013-03-04,5.8,50.4,10.62
"		108",서울,2013-03-05,10.7,93,15.92
"		108",서울,2013-03-06,6.9,59.5,11.78
"		108",서울,2013-03-07,2.2,19,4.79
"		108",서울,2013-03-08,6.1,52.6,11.61
"		108",서울,2013-03-09,9.4,80.3,13.95
"		108",서울,2013-03-10,11.2,95.7,18.27
"		108",서울,2013-03-11,11.2,94.9,17.9
"		108",서울,2013-03-12,3,25.4,6.16
"		108",서울,2013-03-13,5.7,48.3,9.72
"		108",서울,2013-03-14,9.3,78.2,15.69
"		108",서울,2013-03-15,10.7,89.9,16.66
"		108",서울,2013-03-16,10.8,90,15.76
"		108",서울,2013-03-17,7.2,60,13.17
"		108",서울,2013-03-18,9.3,76.9,16.12
"		108",서울,2013-03-19,3.2,26.4,8.28
"		108",서울,2013-03-20,5.6,46.3,11.32
"		108",서울,2013-03-21,11.2,91.8,18.56
"		108",서울,2013-03-22,0.7,5.7,4.67
"		108",서울,2013-03-23,11.2,91.1,18.45
"		108",서울,2013-03-24,11,89.4,18.62
"		108",서울,2013-03-25,11.5,93.5,19.9
"		108",서울,2013-03-26,11.5,92.7,18.86
"		108",서울,2013-03-27,11.4,91.9,19.85
"		108",서울,2013-03-28,4,32,10.62
"		108",서울,2013-03-29,11.7,93.6,20.29
"		108",서울,2013-03-30,3.4,27.2,9.76
"		108",서울,2013-03-31,11.2,88.9,19.6
"		108",서울,2013-04-01,0.9,7.1,10.14
"		108",서울,2013-04-02,0.6,4.7,3.26
"		108",서울,2013-04-03,8.7,68.5,17.39
"		108",서울,2013-04-04,10.7,84.3,18.18
"		108",서울,2013-04-05,2.1,16.4,10.99
"		108",서울,2013-04-06,0,0,2.48
"		108",서울,2013-04-07,10.6,82.2,19.62
"		108",서울,2013-04-08,7.5,58.1,15.6
"		108",서울,2013-04-09,10.2,79.1,17.86
"		108",서울,2013-04-10,8.6,66.2,12.56
"		108",서울,2013-04-11,10.1,77.7,15.41
"		108",서울,2013-04-12,11.6,88.5,18.42
"		108",서울,2013-04-13,10,76.3,19.53
"		108",서울,2013-04-14,9.9,75.6,20.65
"		108",서울,2013-04-15,2.2,16.7,9.58
"		108",서울,2013-04-16,2.7,20.5,11.55
"		108",서울,2013-04-17,9.4,71.2,19.62
"		108",서울,2013-04-18,7.8,58.6,16.75
"		108",서울,2013-04-19,10.2,76.7,20.53
"		108",서울,2013-04-20,0.1,0.7,3.73
"		108",서울,2013-04-21,10.1,75.4,21.76
"		108",서울,2013-04-22,10.7,79.9,21.53
"		108",서울,2013-04-23,0,0,4.96
"		108",서울,2013-04-24,11.8,87.4,21.46
"		108",서울,2013-04-25,2.7,20,7.66
"		108",서울,2013-04-26,11.7,86,19.71
"		108",서울,2013-04-27,11.6,85.3,21.5
"		108",서울,2013-04-28,3.3,24.3,10.61
"		108",서울,2013-04-29,6.7,48.9,14.17
"		108",서울,2013-04-30,10.7,78.1,22.65
"		108",서울,2013-05-01,10.5,76.1,20.16
"		108",서울,2013-05-02,8.9,64.5,14.27
"		108",서울,2013-05-03,6.2,44.9,14.75
"		108",서울,2013-05-04,11.2,80.6,21.12
"		108",서울,2013-05-05,12.5,89.9,23.39
"		108",서울,2013-05-06,10.8,77.7,20.57
"		108",서울,2013-05-07,10.9,78.4,20.1
"		108",서울,2013-05-08,11.7,83.6,22.89
"		108",서울,2013-05-09,4,28.6,10.55
"		108",서울,2013-05-10,0,0,3.54
"		108",서울,2013-05-11,11.2,79.4,22.71
"		108",서울,2013-05-12,5.2,36.9,12.43
"		108",서울,2013-05-13,10.4,73.8,20.7
"		108",서울,2013-05-14,4.4,31,15.56
"		108",서울,2013-05-15,11.2,78.9,21.21
"		108",서울,2013-05-16,13.2,93,25.49
"		108",서울,2013-05-17,12.6,88.1,23.62
"		108",서울,2013-05-18,0.6,4.2,9.95
"		108",서울,2013-05-19,1.3,9.1,9.04
"		108",서울,2013-05-20,4.3,30.1,8.68
"		108",서울,2013-05-21,12.8,89.5,25.13
"		108",서울,2013-05-22,5.3,36.8,14.8
"		108",서울,2013-05-23,11.5,79.9,22.85
"		108",서울,2013-05-24,10.5,72.9,20.78
"		108",서울,2013-05-25,10.1,69.7,20.6
"		108",서울,2013-05-26,4,27.6,15.51
"		108",서울,2013-05-27,0,0,2.89
"		108",서울,2013-05-28,0,0,2.11
"		108",서울,2013-05-29,0,0,2.35
"		108",서울,2013-05-30,11.7,80.1,23.53
"		108",서울,2013-05-31,11.1,76,21.92
"		108",서울,2013-06-01,9.3,63.7,20.67
"		108",서울,2013-06-02,12.6,86.3,23.98
"		108",서울,2013-06-03,10.9,74.7,21.29
"		108",서울,2013-06-04,9.6,65.8,20.25
"		108",서울,2013-06-05,10.6,72.1,21.11
"		108",서울,2013-06-06,9.6,65.3,19.5
"		108",서울,2013-06-07,11.8,80.3,21.77
"		108",서울,2013-06-08,6.6,44.9,15.11
"		108",서울,2013-06-09,12.5,85,25.54
"		108",서울,2013-06-10,12.8,87.1,24.93
"		108",서울,2013-06-11,0,0,7.09
"		108",서울,2013-06-12,0,0,4.41
"		108",서울,2013-06-13,4.5,30.6,15.42
"		108",서울,2013-06-14,7.8,52.7,16.69
"		108",서울,2013-06-15,10.6,71.6,21.07
"		108",서울,2013-06-16,8,54.1,20.12
"		108",서울,2013-06-17,1.1,7.4,7.97
"		108",서울,2013-06-18,0,0,2.15
"		108",서울,2013-06-19,6.8,45.9,16.34
"		108",서울,2013-06-20,7.6,51.4,18.28
"		108",서울,2013-06-21,5.2,35.1,15.49
"		108",서울,2013-06-22,4.4,29.7,12.8
"		108",서울,2013-06-23,7,47.3,15.9
"		108",서울,2013-06-24,6.7,45.3,16.37
"		108",서울,2013-06-25,3.9,26.4,13.06
"		108",서울,2013-06-26,9.2,62.2,18.09
"		108",서울,2013-06-27,7.5,50.7,18.06
"		108",서울,2013-06-28,10.1,68.2,19.12
"		108",서울,2013-06-29,8.9,60.5,18.62
"		108",서울,2013-06-30,8.4,57.1,16.23
